message_id,activity,label
21491,Request to not send personal details,0
437336,Request to not send personal details,0
15446,Request to not send personal details,0
225339,Request to not send personal details,0
3733,Request to not send personal details,0
786787,Request to not send personal details,0
16425,Request to not send personal details,0
21861,Request to not send personal details,0
20040,Request to not send personal details,0
2555,Request to not send personal details,0
21859,Request to not send personal details,0
183676,Request to not send personal details,0
534207,Request to not send personal details,0
15447,Request to not send personal details,0
13558,Request to not send personal details,0
1097367,Request to not send personal details,0
5806,Request to not send personal details,0
18161,Request to not send personal details,0
14292,Request to not send personal details,0
2590380,Request to not send personal details,0
233782,Request to not send personal details,0
18165,Provide delivery date,0
1616282,Provide delivery date,0
27879,Provide delivery date,0
15444,Provide delivery date,1
21872,Provide delivery date,0
18683,Provide delivery date,0
422978,Provide delivery date,0
234553,Provide delivery date,0
15443,Provide delivery date,0
152179,Provide delivery date,0
1260823,Provide delivery date,0
1607888,Provide delivery date,0
71905,Provide delivery date,0
14298,Provide delivery date,0
80516,Provide delivery date,0
86214,Provide delivery date,0
231306,Provide delivery date,0
464298,Provide delivery date,0
436404,Provide delivery date,0
232826,Provide delivery date,0
2230333,Provide delivery date,0
18160,Provide delivery date,0
17672,Provide delivery date,0
1545446,Provide delivery date,0
2559,Provide delivery date,0
1772321,Provide delivery date,0
534204,Provide delivery date,0
15445,Provide delivery date,0
2490587,Provide delivery date,0
11036,Provide delivery date,0
742408,Provide delivery date,0
583479,Provide delivery date,0
616,Provide delivery date,1
2558,Provide delivery date,0
86213,Provide delivery date,0
2230334,Provide delivery date,0
2490588,Provide delivery date,0
86212,Provide delivery date,0
535800,Provide delivery date,0
436399,Provide delivery date,0
46565,Provide delivery date,0
27880,Provide delivery date,0
5805,Provide delivery date,1
10659,Provide delivery date,0
1406114,Provide delivery date,0
45545,Provide delivery date,0
232825,Provide delivery date,0
14300,Provide delivery date,0
583481,Provide delivery date,0
436403,Provide delivery date,0
57474,Provide delivery date,0
46567,Provide delivery date,0
422977,Provide delivery date,0
18685,Provide delivery date,0
1097366,Provide delivery date,0
231305,Provide delivery date,0
1745,Provide delivery date,0
318645,Provide delivery date,0
1406115,Provide delivery date,0
21491,Provide delivery date,0
437336,Provide delivery date,0
15446,Provide delivery date,0
225339,Provide delivery date,0
3733,Provide delivery date,0
786787,Provide delivery date,0
16425,Provide delivery date,0
21861,Provide delivery date,0
20040,Provide delivery date,0
2555,Provide delivery date,1
21859,Provide delivery date,0
183676,Provide delivery date,0
534207,Provide delivery date,0
15447,Provide delivery date,0
13558,Provide delivery date,0
1097367,Provide delivery date,0
5806,Provide delivery date,1
18161,Provide delivery date,0
14292,Provide delivery date,0
2590380,Provide delivery date,0
233782,Provide delivery date,0
18165,Apologize,0
1616282,Apologize,0
27879,Apologize,0
15444,Apologize,0
21872,Apologize,0
18683,Apologize,0
422978,Apologize,0
234553,Apologize,0
15443,Apologize,0
152179,Apologize,0
1260823,Apologize,0
1607888,Apologize,1
71905,Apologize,0
14298,Apologize,0
80516,Apologize,0
86214,Apologize,0
231306,Apologize,0
464298,Apologize,0
436404,Apologize,0
232826,Apologize,0
2230333,Apologize,1
18160,Apologize,0
17672,Apologize,0
1545446,Apologize,0
2559,Apologize,0
1772321,Apologize,0
534204,Apologize,0
15445,Apologize,0
2490587,Apologize,0
11036,Apologize,0
742408,Apologize,0
583479,Apologize,0
616,Apologize,0
2558,Apologize,0
86213,Apologize,0
2230334,Apologize,0
2490588,Apologize,0
86212,Apologize,0
535800,Apologize,0
436399,Apologize,1
46565,Apologize,0
27880,Apologize,0
5805,Apologize,0
10659,Apologize,0
1406114,Apologize,0
45545,Apologize,1
232825,Apologize,0
14300,Apologize,0
583481,Apologize,0
436403,Apologize,0
57474,Apologize,0
46567,Apologize,1
422977,Apologize,1
18685,Apologize,0
1097366,Apologize,0
231305,Apologize,1
1745,Apologize,0
318645,Apologize,0
1406115,Apologize,0
21491,Apologize,0
437336,Apologize,1
15446,Apologize,1
225339,Apologize,0
3733,Apologize,0
786787,Apologize,0
16425,Apologize,0
21861,Apologize,0
20040,Apologize,0
2555,Apologize,0
21859,Apologize,1
183676,Apologize,0
534207,Apologize,0
15447,Apologize,0
13558,Apologize,0
1097367,Apologize,0
5806,Apologize,0
18161,Apologize,0
14292,Apologize,1
2590380,Apologize,1
233782,Apologize,1
18165,Refer to specialist team,0
1616282,Refer to specialist team,0
27879,Refer to specialist team,0
15444,Refer to specialist team,0
21872,Refer to specialist team,0
18683,Refer to specialist team,0
422978,Refer to specialist team,0
234553,Refer to specialist team,0
15443,Refer to specialist team,0
152179,Refer to specialist team,0
1260823,Refer to specialist team,0
1607888,Refer to specialist team,0
71905,Refer to specialist team,0
14298,Refer to specialist team,0
80516,Refer to specialist team,0
86214,Refer to specialist team,0
231306,Refer to specialist team,0
464298,Refer to specialist team,0
436404,Refer to specialist team,0
232826,Refer to specialist team,0
2230333,Refer to specialist team,0
18160,Refer to specialist team,1
17672,Refer to specialist team,0
1545446,Refer to specialist team,0
2559,Refer to specialist team,0
1772321,Refer to specialist team,0
534204,Refer to specialist team,0
15445,Refer to specialist team,0
2490587,Refer to specialist team,0
11036,Refer to specialist team,0
742408,Refer to specialist team,0
583479,Refer to specialist team,0
616,Refer to specialist team,0
2558,Refer to specialist team,0
86213,Refer to specialist team,0
2230334,Refer to specialist team,0
2490588,Refer to specialist team,0
86212,Refer to specialist team,0
535800,Refer to specialist team,0
436399,Refer to specialist team,0
46565,Refer to specialist team,0
27880,Refer to specialist team,0
5805,Refer to specialist team,0
10659,Refer to specialist team,0
1406114,Refer to specialist team,0
45545,Refer to specialist team,0
232825,Refer to specialist team,0
14300,Refer to specialist team,0
583481,Refer to specialist team,0
436403,Refer to specialist team,0
57474,Refer to specialist team,0
46567,Refer to specialist team,0
422977,Refer to specialist team,0
18685,Refer to specialist team,0
1097366,Refer to specialist team,0
231305,Refer to specialist team,0
1745,Refer to specialist team,0
318645,Refer to specialist team,0
1406115,Refer to specialist team,0
21491,Refer to specialist team,0
437336,Refer to specialist team,0
15446,Refer to specialist team,0
225339,Refer to specialist team,0
3733,Refer to specialist team,0
786787,Refer to specialist team,0
16425,Refer to specialist team,0
21861,Refer to specialist team,0
20040,Refer to specialist team,0
2555,Refer to specialist team,0
21859,Refer to specialist team,0
183676,Refer to specialist team,0
534207,Refer to specialist team,0
15447,Refer to specialist team,0
13558,Refer to specialist team,0
1097367,Refer to specialist team,0
5806,Refer to specialist team,0
18161,Refer to specialist team,0
14292,Refer to specialist team,0
2590380,Refer to specialist team,0
233782,Refer to specialist team,0
18165,Request to call by phone,0
1616282,Request to call by phone,0
27879,Request to call by phone,0
15444,Request to call by phone,0
21872,Request to call by phone,0
18683,Request to call by phone,0
422978,Request to call by phone,0
234553,Request to call by phone,0
15443,Request to call by phone,0
152179,Request to call by phone,0
1260823,Request to call by phone,0
1607888,Request to call by phone,0
71905,Request to call by phone,0
14298,Request to call by phone,0
80516,Request to call by phone,0
86214,Request to call by phone,0
231306,Request to call by phone,0
464298,Request to call by phone,0
436404,Request to call by phone,0
232826,Request to call by phone,0
2230333,Request to call by phone,0
18160,Request to call by phone,0
17672,Request to call by phone,0
1545446,Request to call by phone,0
2559,Request to call by phone,0
1772321,Request to call by phone,0
534204,Request to call by phone,0
15445,Request to call by phone,1
2490587,Request to call by phone,0
11036,Request to call by phone,0
742408,Request to call by phone,1
583479,Request to call by phone,0
616,Request to call by phone,0
2558,Request to call by phone,0
86213,Request to call by phone,0
2230334,Request to call by phone,0
2490588,Request to call by phone,0
86212,Request to call by phone,0
535800,Request to call by phone,0
436399,Request to call by phone,0
46565,Request to call by phone,0
27880,Request to call by phone,0
5805,Request to call by phone,0
10659,Request to call by phone,0
1406114,Request to call by phone,0
45545,Request to call by phone,0
232825,Request to call by phone,0
14300,Request to call by phone,0
583481,Request to call by phone,0
436403,Request to call by phone,0
57474,Request to call by phone,0
46567,Request to call by phone,0
422977,Request to call by phone,0
18685,Request to call by phone,0
1097366,Request to call by phone,0
231305,Request to call by phone,0
1745,Request to call by phone,0
318645,Request to call by phone,0
1406115,Request to call by phone,0
21491,Request to call by phone,0
437336,Request to call by phone,1
15446,Request to call by phone,0
225339,Request to call by phone,0
3733,Request to call by phone,0
786787,Request to call by phone,0
16425,Request to call by phone,0
21861,Request to call by phone,0
20040,Request to call by phone,0
2555,Request to call by phone,0
21859,Request to call by phone,0
183676,Request to call by phone,0
534207,Request to call by phone,0
15447,Request to call by phone,0
13558,Request to call by phone,0
1097367,Request to call by phone,1
5806,Request to call by phone,0
18161,Request to call by phone,0
14292,Request to call by phone,0
2590380,Request to call by phone,0
233782,Request to call by phone,0
18165,Request to reach out by chat,0
1616282,Request to reach out by chat,0
27879,Request to reach out by chat,0
15444,Request to reach out by chat,0
21872,Request to reach out by chat,0
18683,Request to reach out by chat,0
422978,Request to reach out by chat,0
234553,Request to reach out by chat,0
15443,Request to reach out by chat,0
152179,Request to reach out by chat,0
1260823,Request to reach out by chat,0
1607888,Request to reach out by chat,0
71905,Request to reach out by chat,0
14298,Request to reach out by chat,0
80516,Request to reach out by chat,0
86214,Request to reach out by chat,0
231306,Request to reach out by chat,0
464298,Request to reach out by chat,0
436404,Request to reach out by chat,0
232826,Request to reach out by chat,0
2230333,Request to reach out by chat,0
18160,Request to reach out by chat,0
17672,Request to reach out by chat,0
1545446,Request to reach out by chat,0
2559,Request to reach out by chat,0
1772321,Request to reach out by chat,0
534204,Request to reach out by chat,0
15445,Request to reach out by chat,1
2490587,Request to reach out by chat,0
11036,Request to reach out by chat,0
742408,Request to reach out by chat,1
583479,Request to reach out by chat,0
616,Request to reach out by chat,0
2558,Request to reach out by chat,0
86213,Request to reach out by chat,0
2230334,Request to reach out by chat,0
2490588,Request to reach out by chat,0
86212,Request to reach out by chat,0
535800,Request to reach out by chat,0
436399,Request to reach out by chat,0
46565,Request to reach out by chat,0
27880,Request to reach out by chat,0
5805,Request to reach out by chat,0
10659,Request to reach out by chat,0
1406114,Request to reach out by chat,0
45545,Request to reach out by chat,0
232825,Request to reach out by chat,0
14300,Request to reach out by chat,0
583481,Request to reach out by chat,0
436403,Request to reach out by chat,0
57474,Request to reach out by chat,0
46567,Request to reach out by chat,0
422977,Request to reach out by chat,0
18685,Request to reach out by chat,0
1097366,Request to reach out by chat,0
231305,Request to reach out by chat,0
1745,Request to reach out by chat,0
318645,Request to reach out by chat,0
1406115,Request to reach out by chat,0
21491,Request to reach out by chat,0
437336,Request to reach out by chat,0
15446,Request to reach out by chat,0
225339,Request to reach out by chat,0
3733,Request to reach out by chat,0
786787,Request to reach out by chat,0
16425,Request to reach out by chat,0
21861,Request to reach out by chat,0
20040,Request to reach out by chat,0
2555,Request to reach out by chat,0
21859,Request to reach out by chat,0
183676,Request to reach out by chat,0
534207,Request to reach out by chat,0
15447,Request to reach out by chat,0
13558,Request to reach out by chat,0
1097367,Request to reach out by chat,0
5806,Request to reach out by chat,0
18161,Request to reach out by chat,0
14292,Request to reach out by chat,0
2590380,Request to reach out by chat,0
233782,Request to reach out by chat,0
18165,Investigate Issue,0
1616282,Investigate Issue,0
27879,Investigate Issue,0
15444,Investigate Issue,0
21872,Investigate Issue,0
18683,Investigate Issue,0
422978,Investigate Issue,0
234553,Investigate Issue,0
15443,Investigate Issue,0
152179,Investigate Issue,0
1260823,Investigate Issue,0
1607888,Investigate Issue,0
71905,Investigate Issue,0
14298,Investigate Issue,0
80516,Investigate Issue,0
86214,Investigate Issue,0
231306,Investigate Issue,0
464298,Investigate Issue,0
436404,Investigate Issue,0
232826,Investigate Issue,0
2230333,Investigate Issue,0
18160,Investigate Issue,0
17672,Investigate Issue,0
1545446,Investigate Issue,0
2559,Investigate Issue,0
1772321,Investigate Issue,0
534204,Investigate Issue,1
15445,Investigate Issue,1
2490587,Investigate Issue,0
11036,Investigate Issue,0
742408,Investigate Issue,1
583479,Investigate Issue,0
616,Investigate Issue,0
2558,Investigate Issue,0
86213,Investigate Issue,0
2230334,Investigate Issue,0
2490588,Investigate Issue,0
86212,Investigate Issue,0
535800,Investigate Issue,0
436399,Investigate Issue,1
46565,Investigate Issue,0
27880,Investigate Issue,0
5805,Investigate Issue,0
10659,Investigate Issue,0
1406114,Investigate Issue,0
45545,Investigate Issue,0
232825,Investigate Issue,0
14300,Investigate Issue,0
583481,Investigate Issue,0
436403,Investigate Issue,0
57474,Investigate Issue,0
46567,Investigate Issue,0
422977,Investigate Issue,0
18685,Investigate Issue,0
1097366,Investigate Issue,0
231305,Investigate Issue,0
1745,Investigate Issue,0
318645,Investigate Issue,0
1406115,Investigate Issue,0
21491,Investigate Issue,0
437336,Investigate Issue,0
15446,Investigate Issue,0
225339,Investigate Issue,0
3733,Investigate Issue,0
786787,Investigate Issue,0
16425,Investigate Issue,0
21861,Investigate Issue,0
20040,Investigate Issue,0
2555,Investigate Issue,0
21859,Investigate Issue,0
183676,Investigate Issue,0
534207,Investigate Issue,0
15447,Investigate Issue,0
13558,Investigate Issue,0
1097367,Investigate Issue,1
5806,Investigate Issue,0
18161,Investigate Issue,0
14292,Investigate Issue,0
2590380,Investigate Issue,0
233782,Investigate Issue,0
18165,Delivery,0
1616282,Delivery,1
27879,Delivery,0
15444,Delivery,1
21872,Delivery,0
18683,Delivery,0
422978,Delivery,0
234553,Delivery,0
15443,Delivery,1
152179,Delivery,0
1260823,Delivery,0
1607888,Delivery,0
71905,Delivery,0
14298,Delivery,1
80516,Delivery,0
86214,Delivery,0
231306,Delivery,0
464298,Delivery,0
436404,Delivery,0
232826,Delivery,1
2230333,Delivery,0
18160,Delivery,0
17672,Delivery,0
1545446,Delivery,0
2559,Delivery,1
1772321,Delivery,1
534204,Delivery,0
15445,Delivery,0
2490587,Delivery,0
11036,Delivery,0
742408,Delivery,0
583479,Delivery,1
616,Delivery,1
2558,Delivery,0
86213,Delivery,0
2230334,Delivery,0
2490588,Delivery,0
86212,Delivery,0
535800,Delivery,1
436399,Delivery,0
46565,Delivery,0
27880,Delivery,0
5805,Delivery,1
10659,Delivery,1
1406114,Delivery,0
45545,Delivery,0
232825,Delivery,0
14300,Delivery,0
583481,Delivery,1
436403,Delivery,0
57474,Delivery,0
46567,Delivery,0
422977,Delivery,0
18685,Delivery,1
1097366,Delivery,0
231305,Delivery,0
1745,Delivery,0
318645,Delivery,0
1406115,Delivery,0
21491,Delivery,0
437336,Delivery,0
15446,Delivery,1
225339,Delivery,1
3733,Delivery,0
786787,Delivery,0
16425,Delivery,0
21861,Delivery,0
20040,Delivery,0
2555,Delivery,1
21859,Delivery,0
183676,Delivery,0
534207,Delivery,0
15447,Delivery,1
13558,Delivery,1
1097367,Delivery,0
5806,Delivery,1
18161,Delivery,0
14292,Delivery,1
2590380,Delivery,1
233782,Delivery,0
18165,Prime,0
1616282,Prime,0
27879,Prime,0
15444,Prime,0
21872,Prime,0
18683,Prime,0
422978,Prime,0
234553,Prime,0
15443,Prime,1
152179,Prime,0
1260823,Prime,0
1607888,Prime,0
71905,Prime,0
14298,Prime,0
80516,Prime,0
86214,Prime,0
231306,Prime,1
464298,Prime,0
436404,Prime,0
232826,Prime,0
2230333,Prime,0
18160,Prime,0
17672,Prime,0
1545446,Prime,0
2559,Prime,0
1772321,Prime,1
534204,Prime,0
15445,Prime,0
2490587,Prime,0
11036,Prime,0
742408,Prime,0
583479,Prime,0
616,Prime,0
2558,Prime,0
86213,Prime,0
2230334,Prime,0
2490588,Prime,0
86212,Prime,0
535800,Prime,1
436399,Prime,0
46565,Prime,0
27880,Prime,0
5805,Prime,0
10659,Prime,0
1406114,Prime,0
45545,Prime,0
232825,Prime,0
14300,Prime,1
583481,Prime,1
436403,Prime,0
57474,Prime,0
46567,Prime,0
422977,Prime,0
18685,Prime,0
1097366,Prime,0
231305,Prime,1
1745,Prime,0
318645,Prime,0
1406115,Prime,0
21491,Prime,0
437336,Prime,0
15446,Prime,0
225339,Prime,0
3733,Prime,0
786787,Prime,0
16425,Prime,0
21861,Prime,0
20040,Prime,0
2555,Prime,0
21859,Prime,0
183676,Prime,0
534207,Prime,0
15447,Prime,0
13558,Prime,0
1097367,Prime,0
5806,Prime,1
18161,Prime,0
14292,Prime,0
2590380,Prime,0
233782,Prime,0
18165,Alexa,0
1616282,Alexa,0
27879,Alexa,0
15444,Alexa,0
21872,Alexa,0
18683,Alexa,0
422978,Alexa,0
234553,Alexa,0
15443,Alexa,0
152179,Alexa,0
1260823,Alexa,0
1607888,Alexa,0
71905,Alexa,0
14298,Alexa,0
80516,Alexa,0
86214,Alexa,0
231306,Alexa,0
464298,Alexa,0
436404,Alexa,0
232826,Alexa,0
2230333,Alexa,0
18160,Alexa,0
17672,Alexa,0
1545446,Alexa,0
2559,Alexa,0
1772321,Alexa,0
534204,Alexa,0
15445,Alexa,0
2490587,Alexa,0
11036,Alexa,1
742408,Alexa,0
583479,Alexa,0
616,Alexa,0
2558,Alexa,0
86213,Alexa,0
2230334,Alexa,0
2490588,Alexa,0
86212,Alexa,0
535800,Alexa,0
436399,Alexa,0
46565,Alexa,0
27880,Alexa,0
5805,Alexa,0
10659,Alexa,0
1406114,Alexa,0
45545,Alexa,0
232825,Alexa,0
14300,Alexa,0
583481,Alexa,0
436403,Alexa,0
57474,Alexa,0
46567,Alexa,0
422977,Alexa,0
18685,Alexa,0
1097366,Alexa,0
231305,Alexa,0
1745,Alexa,0
318645,Alexa,0
1406115,Alexa,0
21491,Alexa,0
437336,Alexa,0
15446,Alexa,0
225339,Alexa,0
3733,Alexa,0
786787,Alexa,0
16425,Alexa,1
21861,Alexa,1
20040,Alexa,0
2555,Alexa,0
21859,Alexa,0
183676,Alexa,0
534207,Alexa,0
15447,Alexa,0
13558,Alexa,0
1097367,Alexa,0
5806,Alexa,0
18161,Alexa,0
14292,Alexa,0
2590380,Alexa,0
233782,Alexa,0
18165,Kindle,0
1616282,Kindle,0
27879,Kindle,0
15444,Kindle,0
21872,Kindle,0
18683,Kindle,0
422978,Kindle,0
234553,Kindle,0
15443,Kindle,0
152179,Kindle,0
1260823,Kindle,0
1607888,Kindle,0
71905,Kindle,0
14298,Kindle,0
80516,Kindle,0
86214,Kindle,0
231306,Kindle,0
464298,Kindle,0
436404,Kindle,0
232826,Kindle,0
2230333,Kindle,0
18160,Kindle,0
17672,Kindle,0
1545446,Kindle,0
2559,Kindle,0
1772321,Kindle,0
534204,Kindle,0
15445,Kindle,0
2490587,Kindle,0
11036,Kindle,0
742408,Kindle,0
583479,Kindle,0
616,Kindle,0
2558,Kindle,0
86213,Kindle,0
2230334,Kindle,0
2490588,Kindle,0
86212,Kindle,0
535800,Kindle,0
436399,Kindle,0
46565,Kindle,0
27880,Kindle,0
5805,Kindle,0
10659,Kindle,0
1406114,Kindle,0
45545,Kindle,0
232825,Kindle,0
14300,Kindle,0
583481,Kindle,0
436403,Kindle,0
57474,Kindle,0
46567,Kindle,1
422977,Kindle,0
18685,Kindle,0
1097366,Kindle,0
231305,Kindle,0
1745,Kindle,1
318645,Kindle,0
1406115,Kindle,0
21491,Kindle,0
437336,Kindle,0
15446,Kindle,0
225339,Kindle,0
3733,Kindle,0
786787,Kindle,0
16425,Kindle,0
21861,Kindle,0
20040,Kindle,0
2555,Kindle,0
21859,Kindle,0
183676,Kindle,0
534207,Kindle,0
15447,Kindle,0
13558,Kindle,0
1097367,Kindle,0
5806,Kindle,0
18161,Kindle,0
14292,Kindle,0
2590380,Kindle,0
233782,Kindle,0
18165,Echo,0
1616282,Echo,0
27879,Echo,0
15444,Echo,0
21872,Echo,0
18683,Echo,0
422978,Echo,0
234553,Echo,0
15443,Echo,0
152179,Echo,1
1260823,Echo,0
1607888,Echo,0
71905,Echo,0
14298,Echo,0
80516,Echo,0
86214,Echo,0
231306,Echo,0
464298,Echo,0
436404,Echo,0
232826,Echo,0
2230333,Echo,0
18160,Echo,0
17672,Echo,1
1545446,Echo,0
2559,Echo,0
1772321,Echo,0
534204,Echo,0
15445,Echo,0
2490587,Echo,0
11036,Echo,0
742408,Echo,0
583479,Echo,0
616,Echo,0
2558,Echo,0
86213,Echo,0
2230334,Echo,0
2490588,Echo,0
86212,Echo,0
535800,Echo,0
436399,Echo,0
46565,Echo,0
27880,Echo,0
5805,Echo,0
10659,Echo,0
1406114,Echo,1
45545,Echo,0
232825,Echo,0
14300,Echo,0
583481,Echo,0
436403,Echo,0
57474,Echo,0
46567,Echo,0
422977,Echo,0
18685,Echo,0
1097366,Echo,0
231305,Echo,0
1745,Echo,0
318645,Echo,0
1406115,Echo,1
21491,Echo,0
437336,Echo,0
15446,Echo,0
225339,Echo,0
3733,Echo,0
786787,Echo,0
16425,Echo,0
21861,Echo,0
20040,Echo,0
2555,Echo,0
21859,Echo,0
183676,Echo,0
534207,Echo,0
15447,Echo,0
13558,Echo,0
1097367,Echo,0
5806,Echo,0
18161,Echo,0
14292,Echo,0
2590380,Echo,0
233782,Echo,0
18165,Bad Support,0
1616282,Bad Support,0
27879,Bad Support,0
15444,Bad Support,1
21872,Bad Support,0
18683,Bad Support,0
422978,Bad Support,0
234553,Bad Support,1
15443,Bad Support,1
152179,Bad Support,0
1260823,Bad Support,0
1607888,Bad Support,0
71905,Bad Support,0
14298,Bad Support,1
80516,Bad Support,0
86214,Bad Support,0
231306,Bad Support,1
464298,Bad Support,0
436404,Bad Support,0
232826,Bad Support,1
2230333,Bad Support,0
18160,Bad Support,0
17672,Bad Support,0
1545446,Bad Support,0
2559,Bad Support,0
1772321,Bad Support,1
534204,Bad Support,0
15445,Bad Support,0
2490587,Bad Support,0
11036,Bad Support,0
742408,Bad Support,0
583479,Bad Support,0
616,Bad Support,1
2558,Bad Support,0
86213,Bad Support,0
2230334,Bad Support,0
2490588,Bad Support,0
86212,Bad Support,0
535800,Bad Support,1
436399,Bad Support,0
46565,Bad Support,0
27880,Bad Support,1
5805,Bad Support,1
10659,Bad Support,0
1406114,Bad Support,0
45545,Bad Support,0
232825,Bad Support,0
14300,Bad Support,1
583481,Bad Support,1
436403,Bad Support,1
57474,Bad Support,0
46567,Bad Support,0
422977,Bad Support,0
18685,Bad Support,0
1097366,Bad Support,1
231305,Bad Support,0
1745,Bad Support,0
318645,Bad Support,0
1406115,Bad Support,0
21491,Bad Support,0
437336,Bad Support,0
15446,Bad Support,0
225339,Bad Support,1
3733,Bad Support,0
786787,Bad Support,1
16425,Bad Support,0
21861,Bad Support,0
20040,Bad Support,0
2555,Bad Support,1
21859,Bad Support,0
183676,Bad Support,1
534207,Bad Support,0
15447,Bad Support,1
13558,Bad Support,0
1097367,Bad Support,0
5806,Bad Support,1
18161,Bad Support,1
14292,Bad Support,0
2590380,Bad Support,0
233782,Bad Support,0
18165,Order Cancellation,0
1616282,Order Cancellation,0
27879,Order Cancellation,0
15444,Order Cancellation,0
21872,Order Cancellation,0
18683,Order Cancellation,0
422978,Order Cancellation,0
234553,Order Cancellation,0
15443,Order Cancellation,0
152179,Order Cancellation,0
1260823,Order Cancellation,1
1607888,Order Cancellation,0
71905,Order Cancellation,0
14298,Order Cancellation,0
80516,Order Cancellation,0
86214,Order Cancellation,1
231306,Order Cancellation,1
464298,Order Cancellation,0
436404,Order Cancellation,0
232826,Order Cancellation,0
2230333,Order Cancellation,0
18160,Order Cancellation,0
17672,Order Cancellation,0
1545446,Order Cancellation,0
2559,Order Cancellation,0
1772321,Order Cancellation,0
534204,Order Cancellation,0
15445,Order Cancellation,0
2490587,Order Cancellation,0
11036,Order Cancellation,0
742408,Order Cancellation,0
583479,Order Cancellation,0
616,Order Cancellation,0
2558,Order Cancellation,0
86213,Order Cancellation,0
2230334,Order Cancellation,0
2490588,Order Cancellation,0
86212,Order Cancellation,0
535800,Order Cancellation,0
436399,Order Cancellation,0
46565,Order Cancellation,0
27880,Order Cancellation,0
5805,Order Cancellation,0
10659,Order Cancellation,0
1406114,Order Cancellation,0
45545,Order Cancellation,0
232825,Order Cancellation,0
14300,Order Cancellation,0
583481,Order Cancellation,0
436403,Order Cancellation,0
57474,Order Cancellation,0
46567,Order Cancellation,0
422977,Order Cancellation,0
18685,Order Cancellation,0
1097366,Order Cancellation,0
231305,Order Cancellation,0
1745,Order Cancellation,0
318645,Order Cancellation,0
1406115,Order Cancellation,0
21491,Order Cancellation,0
437336,Order Cancellation,0
15446,Order Cancellation,0
225339,Order Cancellation,0
